ProductId,UserId,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Cleaned_Text,HelpfulnessRatio,ReviewLength,ReviewDate,ReviewYear,ReviewMonth,TextLength
B003RQK2SO,A187VKK7VWKQ99,2,9,1,10/7/2011,Smells and Taste like Fish,"The picture is NOT the color of the salt. It smells and taste like fish.  It also has tiny rocks in it that will hurt or even chip your teeth. I only ordered it because of super saving shipping. NEVER AGAIN, I will stick with Premiere Pink Salt from Quantum Nutrition Labs WAY better.",picture not color salt smell taste like fish also tiny rock hurt even chip teeth ordered super saving shipping never stick premiere pink salt quantum nutrition lab way better,0.222222222,54,10/7/2011,2011,10,284
B00139C3P2,AA157EV59BJGM,0,0,1,9/26/2012,Formula Changed,The Newman's Own Organics 2nd Generation Turkey & Vegetable has changed the ingredients from Turkey Liver to Pultry Liver.<br />This is not good if your cat is allergic to Chicken as ours is.<br />The Newman's Own Organics Turkey & Vegetable original is no longer available.,newman organic 2nd generation turkey vegetable changed ingredient turkey liver pultry liverthis not good cat allergic chicken isthe newman organic turkey vegetable original no longer available,0,45,9/26/2012,2012,9,274
B0012XBD7I,A3UFRBCC1CSCSJ,7,9,1,2/27/2011,The bags were damaged with holes and stains.,"The chips were great...for the first few bags. However, after the first bag or two, I noticed that the remaining bags were damaged. There were holes in each bag and black, sticky stains on the outside. Other reviewers who bought around the same time that I did are now claiming that they found rodent holes in their bags of chips.<br /><br />The chips came in a sealed Kettle box, so it's hard to say who screwed up. But someone somewhere screwed up. These chips were a health hazard before the holes in the bag. Now? It's like a game of roulette.",chip greatfor first bag however first bag two noticed remaining bag damaged hole bag black sticky stain outside reviewer bought around time claiming found rodent hole bag chipsthe chip came sealed kettle box hard say screwed someone somewhere screwed chip health hazard hole bag like game roulette,0.777777778,101,2/27/2011,2011,2,547
B003DA54HS,AQ5PNEIWJE7VP,7,8,1,12/27/2011,DONT PURCHASE THIS PRODUCT,"My dog almost died from this product. The bone splinters and the company knows it. They have a liability statement on their product because I am sure I am not the first dog owner to have gone through the hell that I went through. I bought a smoked bone from the grocery store because I thought it was big looking, met the size required for my dog and I thought since it was American made it was a quality product. It is far less than quality. Would anyone give arsenic to their dog, absolutely not. So don't spend your money on this killer product. After 3,500 dollars in gastronomy surgery, emergency care,I spent a sad and scared Christmas tending to a poor puppy whining and whelping in pain from their defective junk. Please take this review to heart, I want to spare you what I went through.",dog almost died product bone splinter company know liability statement product sure not first dog owner gone hell went bought smoked bone grocery store thought big looking met size required dog thought since american made quality product far less quality would anyone give arsenic dog absolutely not not spend money killer product 3500 dollar gastronomy surgery emergency carei spent sad scared christmas tending poor puppy whining whelping pain defective junk please take review heart want spare went,0.875,147,12/27/2011,2011,12,796
B000JSQDVS,A340T3DDR0ZTZ6,1,2,1,12/11/2007,DO NOT ORDER THIS ITEM!,"I LOVE Patak's mixed pickles, but the seller shipped the mixed relish instead of the mixed pickles.  This also happened to my friend.  There is a huge difference in the pickles and the relish.  The relish is delicious, but it is not what I wanted.  I can't find the pickles anywhere now.  They aren't even listed on Patak's web site, so they may have discontinued this item.",love patak mixed pickle seller shipped mixed relish instead mixed pickle also happened friend huge difference pickle relish relish delicious not wanted not find pickle anywhere not even listed patak web site may discontinued item,0.5,67,12/11/2007,2007,12,374
B0002QEL98,A1RVP0EWIPLZKP,0,0,1,12/15/2008,"Not special, just regular vanilla",This is just regular vanilla.  It does NOT have the special mexican vanilla flavor I am looking for.  It also has a bitter after taste.,regular vanilla not special mexican vanilla flavor looking also bitter taste,0,25,12/15/2008,2008,12,135
B000SARJMY,A17JZDMLLI24WF,8,9,1,8/14/2009,This tea makes me sad,"Let me start by stating that I absolutely LOVE Genmai Cha teas, so after reading a couple positive reviews I was extremely excited to order this tea in bulk.  I waited excitedly for my package to arrive, and now I wish for a return to this positive place of hope and excitement.  This tea has been nothing short of disappointing.<br /><br />I've had this tea for over a month now, and have tried adjusting my brewing in many ways, the best I have managed to achieve for flavor is underwhelming.  I love genmai cha for it's smooth baked flavor and scent.  I suppose I've just been lucky in the past to have bought quality teas.  Placing roasted rice in a sub par green tea seems to just produce a tea that goes straight from flavorless to bitter with no happy place in between.<br /><br />If you love green teas, this is one I'd avoid.",let start stating absolutely love genmai cha tea reading couple positive review extremely excited order tea bulk waited excitedly package arrive wish return positive place hope excitement tea nothing short disappointingi tea month tried adjusting brewing many way best managed achieve flavor underwhelming love genmai cha smooth baked flavor scent suppose lucky past bought quality tea placing roasted rice sub par green tea seems produce tea go straight flavorless bitter no happy place betweenif love green tea  would avoid,0.888888889,154,8/14/2009,2009,8,834
B000EDGBF6,A2G5QHXNL6VG7E,0,0,1,4/6/2012,CRUNCHIES IS DISAPPOINTING,"I've tried almost all low calorie freeze-dried pineapple snacks out there. This snack says it's made in the USA, while most others are imported.  One 1.5 ounce package has 150 calories, which makes it about average on the calorie scale.  ""Crunchies"" freeze-dried pineapple snacks are not chips, like other freeze-dried pineapple snacks.  ""Crunchies"" are chunks of freeze-dried pineapple shaped like canned pineapple chunks you buy at the store.  The consistency is very good and it is definitely crunchy.  But to me, the flavor was a little bit off.  I mean it didn't taste like natural pineapple.  The package states that the only ingredient is ""pineapple,"" so I can't figure out why the taste is slightly off.  I opened a second package and tried it, but it was the same.  A third package was the same.  I will not be buying this product again.  If you are looking for a tasty freeze-dried pineapple snack, I recommend ""Funky Monkey"" or ""Crunchy N Yummy"" which are both sold by Amazon.",tried almost low calorie freezedried pineapple snack snack say made usa others imported  15 ounce package 150 calorie make average calorie scale crunchies freezedried pineapple snack not chip like freezedried pineapple snack crunchies chunk freezedried pineapple shaped like canned pineapple chunk buy store consistency good definitely crunchy flavor little bit mean not taste like natural pineapple package state ingredient pineapple not figure taste slightly opened second package tried third package not buying product looking tasty freezedried pineapple snack recommend funky monkey crunchy n yummy sold amazon,0,167,4/6/2012,2012,4,987
B005K4Q1RW,A2GRJ3CKN4V9YE,1,1,1,11/10/2011,not very good,"I was really hoping this would be as good as it sounds, but it was a big disappointment.  Neither my children nor myself could drink it.",really hoping would good sound big disappointment neither child nor could drink,1,26,11/10/2011,2011,11,136
B00362FJD2,A1UHWOIO2D905I,0,1,1,9/26/2012,"Not Fresh, tastes bad","We have been receiving the autoshipments for a while now, which is great, but the product we received this time is terrible.  The coffee is not fresh smelling or tasting, and I noticed this morning that the use by date is close.  I'm going to have to toss it and go buy something else.",receiving autoshipments great product received time terrible coffee not fresh smelling tasting noticed morning use date close going toss go buy something else,0,54,9/26/2012,2012,9,285
B000BYAECY,A6E8G4DVYEQY9,2,2,1,2/1/2012,Terrible All Around!!!,"i was expecting something like a bunch of bully sticks but these are gone in literally 4 bites! even with my 14 week old aussie! it seems like a bargain but it's seriously not much at all when the dogs devour a stick in like a min.  they smell like they where dipped in motor oil or something awful. it get a bit better when you rinse them but still stinky and i feel reluctant to feed them to my dogs. my cattle dog mix turns his head when i try t give him these! awful treats, don't recommend to anyone!!! (i bought the beef basted)",expecting something like bunch bully stick gone literally 4 bite even 14 week old aussie seems like bargain seriously not much dog devour stick like min smell like dipped motor oil something awful get bit better rinse still stinky feel reluctant feed dog cattle dog mix turn head try give awful treat not recommend anyone bought beef basted,1,106,2/1/2012,2012,2,534
B001M04TC2,AEZ6CKXZGYO6X,1,2,1,7/2/2012,Not good...don't buy!,"I should've ""listened"" to the other reviews, and not buy this. This brand is tasteless; not fresh at all. Amazon should take this product off. What a waste of $!",listened review not buy brand tasteless not fresh amazon take product waste,0.5,30,7/2/2012,2012,7,161
B001P3PR54,AUK120S1J4EKP,0,0,1,7/12/2012,Not a good product,Gave only one of these to my Shi Tzu mix and he had one of the worst cases of diarrhea I've ever seen for two days.  I won't be giving him any more.,gave  shi tzu mix  worst case diarrhea ever seen two day not giving,0,33,7/12/2012,2012,7,148
B00567AQG0,A1HVOCA5Y7JDH9,3,10,1,7/5/2012,Too expensive,"This product is much cheaper at locally at about $21.00 a box at the most,at least where I live, the last time I checked.",product much cheaper locally 2100 box mostat least live last time checked,0.3,24,7/5/2012,2012,7,121
B0010UOGWM,A4V3R95M69Z1B,8,8,1,1/15/2012,"""Regular"" Cola flavor has artificial taste","The regular cola flavor has a terrible diet taste.  I hate artificial sweeteners, just can't get used to the chemical taste. I just plain don't like it at all, and poured the rest of the syrup down the drain after using only enough for 1 bottle of soda.  Yep, it's that bad.",regular cola flavor terrible diet taste hate artificial sweetener not get used chemical taste plain not like poured rest syrup drain using enough 1 bottle soda yep bad,1,52,1/15/2012,2012,1,274
B00451WLYI,A2GW6JUVTALDPV,0,0,1,10/26/2012,I did not receive my order,"I placed my order through Amazon and after about 10 days inquired about my order because it had not shipped.  I received an email back from Starbucks that my order had been canceled. No explanation at all, just that it had been canceled. I checked back on Amazon and see that this item is still available but they had raised the price.<br /><br />So instead of honoring the price they just blew me off like the sale never happened.  Shame on Amazon for allowing a seller to do this.<br /><br />Bottom line, Amazon has gone down a few points in my eyes.  Greedy Starbucks can keep their coffee.",placed order amazon 10 day inquired order not shipped received email back starbucks order canceled no explanation canceled checked back amazon see item still available raised priceso instead honoring price blew like sale never happened shame amazon allowing seller thisbottom line amazon gone point eye greedy starbucks keep coffee,0,108,10/26/2012,2012,10,593
B000SATIE6,A1X0IZBEIT89D0,7,11,1,5/10/2010,Great Disappointment,"Unfortunately, I have to agree with another review.  This tea tastes like an extract of pipe tobacco.  It is the most god awful tea I have ever drank.  I highly recommend you buy a small sample before putting down the money for a large bag.",unfortunately agree another review tea taste like extract pipe tobacco god awful tea ever drank highly recommend buy small sample putting money large bag,0.636363636,45,5/10/2010,2010,5,240
B001RVFDOO,A2UEWN4TRYLTZJ,5,16,1,11/5/2010,Hidden sources of MSG in the ingredients,"I bought these chips thinking that they are ""all natural"" per their description of ""No preservatives, no artificial flavors or colors.""  When I received them I checked the ingredients, and they contain ""yeast extract,"" which is synonymous with MSG (yeast extract contains processed free glutamic acid).  I will never purchase this product again.",bought chip thinking natural per description no preservative no artificial flavor color received checked ingredient contain yeast extract synonymous msg yeast extract contains processed free glutamic acid never purchase product,0.3125,53,11/5/2010,2010,11,345
B002UUT4DW,A1NASHF2NH7WV9,0,1,1,7/15/2011,way too salty,I know others like salt more than I do but I am not on a salt free diet or anything like that.  I love sausage but this was way too salty for my taste.,know others like salt not salt free diet anything like love sausage way salty taste,0,34,7/15/2011,2011,7,151
B00141WDXG,A2EKIWFTLDBZQY,0,0,1,8/25/2012,"If you want your dog to get sick, buy these","These treats literally made my dog sick, throwing up everywhere. And it wasn't a shock when i read the package which stated Made in China. Weren't chicken treats for dogs that are made in China recalled?",treat literally made dog sick throwing everywhere not shock read package stated made china not chicken treat dog made china recalled,0,36,8/25/2012,2012,8,203
B001O2DH4Y,A1JUJ0LZF0MQXA,1,3,1,11/5/2011,Gross food,"These meals are so disgusting. I made all my baby food for my first kid, but I don't have time with the second kid. So I ordered a bunch of earth's best food. I wish I'd only ordered one pack to start with! This glob has a terrible consistency and a barely edible flavor... to me. The baby eats it if I heat them a bit. But there's no accounting for a baby's taste.",meal disgusting made baby food first kid not time second kid ordered bunch earth best food wish would ordered  pack start glob terrible consistency barely edible flavor baby eats heat bit no accounting baby taste,0.333333333,74,11/5/2011,2011,11,365
B004N5MDY4,A3HU9KEKTXIMVD,0,0,1,1/10/2012,Not so fresh,I purchased this bag of candy at Christmas to compliment a cookie assortment I was sending in to my husband's work.  Seeing as I had already had a bunch of sugar that day I just loaded up the plates with both the chocolate and the cookies without sampling one.  When my husband got to work he sent me an email asking where I got the chocolates becase they tasted stale.  I checked the date on the bag and it said use by May of 2012...I am not sure what happened but these were already rancid.,purchased bag candy christmas compliment cookie assortment sending husband work seeing already bunch sugar day loaded plate chocolate cooky without sampling  husband got work sent email asking got chocolate becase tasted stale checked date bag said use may 2012i not sure happened already rancid,0,95,1/10/2012,2012,1,492
B001EQ59W8,A204UYDU4QN33C,0,1,1,12/25/2009,Turkish Delight - Old Stale not recommended,"Old, stale, must have been in the warehouse a very long time. I bought four boxes. One for myself and three for gifts.... poor choice.I do not recommend this product. This Turkish Delight was not...",old stale must warehouse long time bought four box  three gift poor choicei not recommend product turkish delight not,0,35,12/25/2009,2009,12,198
B000OYGWQ8,A2F69JAZ214QDS,7,7,1,3/11/2010,Another Product Ruined by Improvement,"I was dismayed to find the ""King Size"" Snickers bars are now two small pieces with an anemic layer of chocolate, and half the flavor of the former King Size Snickers bar.  Always bought the king size; the chocolate was thicker and the whole thing just had more flavor, because it was loaded with peanuts and caramel. Really felt like you got your money's worth, which is becoming increasingly rare. Unfortunately, it appears Snickers has jumped on the bandwagon of charging more for less, and now is trying to pass off an inferior item as a ""king size"" candy bar, hoping the customers will play along. Another terrific product bites the dust.",dismayed find king size snicker bar two small piece anemic layer chocolate half flavor former king size snicker bar always bought king size chocolate thicker whole thing flavor loaded peanut caramel really felt like got money worth becoming increasingly rare unfortunately appears snicker jumped bandwagon charging less trying pas inferior item king size candy bar hoping customer play along another terrific product bite dust,1,112,3/11/2010,2010,3,642
B0045IO37Y,A35QDS2JR8942J,0,0,1,5/27/2012,Nothing but problems,Just about 9 out of 10 of these would not work in my machine.  Its not my machine we have run hundreds of cups of coffee through it without an issue.  Had to toss most of them in the trash and clean up the mess they made.  They would just stop filtering about a third of the way then just pop and spill grinds everywhere!,9 10 would not work machine not machine run hundred cup coffee without issue toss trash clean mess made would stop filtering third way pop spill grind everywhere,0,65,5/27/2012,2012,5,321
B000ES1R2I,A22I55P15NSAOX,1,2,1,5/16/2009,Where is the currant flavor?  Tastes like Lipton,"This tastes pretty much like your plain old Liptons tea.  I LOVE cassis (black currant) flavor and was so looking forward to the tea. I buy a blackcurrant tea in Europe that actually tastes like cassis, so I know it is possible.<br /><br />It is drinkable, but nothing special.  Look elsewhere if you want blackcurrant flavor.",taste pretty much like plain old liptons tea love cassis black currant flavor looking forward tea buy blackcurrant tea europe actually taste like cassis know possibleit drinkable nothing special look elsewhere want blackcurrant flavor,0.5,56,5/16/2009,2009,5,326
B0018QE1PK,A2BA277004TIJM,0,0,1,6/10/2012,Aspartame & BHT - no thank you,"For the health-conscious - read the ingredients.<br /><br />Aspartame:<br /><br />Aspartame accounts for over 75 percent of the adverse reactions to food additives reported to the FDA. Many of these reactions are very serious including seizures and death. A few of the 90 different documented symptoms listed in the report as being caused by aspartame include: Headaches/migraines, dizziness, seizures, nausea, numbness, muscle spasms, weight gain, rashes, depression, fatigue, irritability, tachycardia, insomnia, vision problems, hearing loss, heart palpitations, breathing difficulties, anxiety attacks, slurred speech, loss of taste, tinnitus, vertigo, memory loss, and joint pain.<br /><br />According to researchers and physicians studying the adverse effects of aspartame, the following chronic illnesses can be triggered or worsened by ingesting of aspartame: Brain tumors, multiple sclerosis, epilepsy, chronic fatigue syndrome, parkinson's disease, alzheimer's, mental retardation, lymphoma, birth defects, fibromyalgia, and diabetes.<br /><br />Aspartame is made up of three chemicals: aspartic acid, phenylalanine, and methanol. The book ""Prescription for Nutritional Healing,"" by James and Phyllis Balch, lists aspartame under the category of ""chemical poison.""<br /><br />[...]<br /><br />BHT:<br /><br />[...]",healthconscious read ingredientsaspartameaspartame account 75 percent adverse reaction food additive reported fda many reaction serious including seizure death 90 different documented symptom listed report caused aspartame include headachesmigraines dizziness seizure nausea numbness muscle spasm weight gain rash depression fatigue irritability tachycardia insomnia vision problem hearing loss heart palpitation breathing difficulty anxiety attack slurred speech loss taste tinnitus vertigo memory loss joint painaccording researcher physician studying adverse effect aspartame following chronic illness triggered worsened ingesting aspartame brain tumor multiple sclerosis epilepsy chronic fatigue syndrome parkinson disease alzheimer mental retardation lymphoma birth defect fibromyalgia diabetesaspartame made three chemical aspartic acid phenylalanine methanol book prescription nutritional healing james phyllis balch list aspartame category chemical poisonbht,0,175,6/10/2012,2012,6,1324
B001FA1KN0,A2R4XVGJGZ3WCB,0,0,1,5/22/2008,watery,"Although the price is excellent, the product is very watery , chunky instead of creamy, and very hard to flavor with the normal ingredients I use.",although price excellent product watery chunky instead creamy hard flavor normal ingredient use,0,26,5/22/2008,2008,5,146
B000F3OERW,A3S3VU4R6AYFW5,4,7,1,5/3/2011,Review of Sezme Sesame Snaps,"<a href=""http://www.amazon.com/gp/product/B000F3OERW"">Sezme Sesame Snaps,  1.4-Ounce Snaps (Pack of 24)</a><br /><br />Hi,<br /><br />I have been buying these from REI stores for the last few years and a big fan of Sesame Snaps.<br /><br />Recently I noticed that Amazon is also selling at a much cheaper price than REI stores, so I decided to buy it from Amazon. First purchase was good and this was my 2nd purchase, which I ended up throwing it away the 2 boxes I ordered because<br /><br />a) It didn't had any expiration date<br />b) The snap inside the individual packs were breaking up while packet is not even open and there was a white powder coming out and while eating you can feel it is not fresh at all, though I ate only one piece and immediately noticed this.<br /><br />So I called Amazon and as usual Amazon folks are great in customer service and they were happy to refund my money for this product but I am still waiting to get an answer as what caused this expired item to be shipped to customers.<br /><br />I love this product so much that I am waiting to order it again as soon as I get a response from Amazon for this order.<br /><br />Thanks",hii buying rei store last year big fan sesame snapsrecently noticed amazon also selling much cheaper price rei store decided buy amazon first purchase good 2nd purchase ended throwing away 2 box ordered becausea not expiration dateb snap inside individual pack breaking packet not even open white powder coming eating feel not fresh though ate  piece immediately noticed thisso called amazon usual amazon folk great customer service happy refund money product still waiting get answer caused expired item shipped customersi love product much waiting order soon get response amazon orderthanks,0.571428571,209,5/3/2011,2011,5,1165
B0007A0APS,A3QZ6JT0R1OWEC,1,2,1,5/12/2012,Tastes like chemicals...my Shih tzu & Pekingese would not eat them.,"Yes, I tasted them - they taste like chemicals but I guess that's what you should expect from a joint supplement.  My Shih tzu & Pekingese would not eat them.",yes tasted taste like chemical guess expect joint supplement shih tzu pekinese would not eat,0.5,30,5/12/2012,2012,5,158
B00141QYMC,A1QCNG6OC1TEI,8,10,1,9/12/2011,MADE IN CHINA!,"Read the small print you will see the words 'MADE IN CHINA' - Ask yourself the question, would you eat a chicken product from China yourself? Be careful what you give your best friend, he trusts you. Now I am not one to want to hurt a companies products by bad mouthing them but I am not happy that I gave my dog chicken products from China, maybe by accident, I didn't see the small print (and it is VERY small print), as yourself the question too, if they made the words 'Made in China' bigger and on the front, would anyone buy this? If I am proven to be wrong I will be fair and remove this review but my Vitality chicken strips have the words 'MADE IN CHINA' in tiny print on the back.",read small print see word made china ask question would eat chicken product china careful give best friend trust not  want hurt company product bad mouthing not happy gave dog chicken product china maybe accident not see small print small print question made word made china bigger front would anyone buy proven wrong fair remove review vitality chicken strip word made china tiny print back,0.8,136,9/12/2011,2011,9,690
B00061NF3W,A3KTYXNP45H5VW,0,2,1,2/9/2009,Don't Buy Unless You Love Spam E-mail,"I ordered two types of coffee from Cafe Britt. Although the coffee was good, I have been hammered with their never-ending email spam campaign. I've ""unsubscribed"" from their emails three separate times with no avail. Buy your coffee somewhere else unless you love being spam-targeted for the rest of your life!",ordered two type coffee cafe britt although coffee good hammered neverending email spam campaign unsubscribed email three separate time no avail buy coffee somewhere else unless love spamtargeted rest life,0,51,2/9/2009,2009,2,310
B001EO5QAA,A2VB6JBTLMB9YC,0,1,1,6/30/2010,I love Canterbury Naturals but this is the worst,I love these products but this one is gross.  My kids will not even eat it.,love product  gross kid not even eat,0,16,6/30/2010,2010,6,75
B001FCFYU8,A1QZC1Q0LPHHO3,0,0,1,1/26/2012,Maybe I have a bad batch,"I was a bit shocked to see all the high ratings on here, so maybe it's my box: perhaps it was mishandled. So far the two cups I've made taste like plastic and chemicals. I'll try brewing it loose leaf in case the taste is coming from the bags, but so far I found this tea disappointing.",bit shocked see high rating maybe box perhaps mishandled far two cup made taste like plastic chemical try brewing loose leaf case taste coming bag far found tea disappointing,0,57,1/26/2012,2012,1,286
B001VNFHLC,A2FJQ0WUKDZ4GS,5,15,1,1/24/2012,"Raw, unprocessed cocoa is better","this is very misleading-""Dutched"" means that the cocoa has been chemically modified from its natural state to make it less acidic and more bland tasting. Get another brand without the chemical ""Dutching"" process.",misleadingdutched mean cocoa chemically modified natural state make less acidic bland tasting get another brand without chemical dutching process,0.333333333,33,1/24/2012,2012,1,212
B0030GOO5S,A2NZ6RW0XVPA9H,0,1,1,12/16/2010,very sweet - too sweet even,"Agree with some of the negative reviewers in that it tastes a lot like the packaged, instant hot cocoa mixes.  I use Cadbury's or even Safeway brand cocoa mix and boil the milk and all that - but as I do have a Keurig machine (actually Cuisinart now - Keurig brand did not last a year!) wanted to try this since it's at my grocery store.<br />It's very sweet.  It seems to be creamier than the packet versions (no lumps of powder) but it is definitely sweet - and as much as I like sweet this was just too much.  Maybe as other reviewers have stated it is because it is made with a sweetener rather than sugar.<br />So - no I wouldn't recommend this at all if you expect 'chocolaty' because you do get a 'sugary/strange sweetener' taste.",agree negative reviewer taste lot like packaged instant hot cocoa mix use cadbury even safeway brand cocoa mix boil milk keurig machine actually cuisinart keurig brand not last year wanted try since grocery storeit sweet seems creamier packet version no lump powder definitely sweet much like sweet much maybe reviewer stated made sweetener rather sugarso no would not recommend expect chocolaty get isugarystrange sweetener taste,0,139,12/16/2010,2010,12,737
B000CQID1K,A2336FFJPCMD7B,1,6,1,10/7/2010,AMAZON HAVE TO BE CAREFUL WITH HIS VENDORS,"I RECEIVE TODAY MY ORDER OF SLIM JIM,BUT I FEEL BAD BECAUSE I DID NOT RECEIVE WHAT I ORDER :<br />  1] I ORDER THE SLIM JIM PERFECT ON THE GO SNACK (100) COUNTS AND A WEIGHT OF 3 POUNDS , THE WORDING PERFECT ON THE GO SNACK WAS PRINTED CLEARLY IN THE BOX , TODAY THAT I ACCES THE WEBSITE , THERE IS A DIFFERENT PICTURE OF THE BOX.<br />  2) WHAT I RECEIVE IS THE SLIM JIM MEAT STICKS ORIGINAL .28 ONZ (100) STICKS WITH A WEIGHT OF 1 POUND AND 12 ONZ.THIS COST $ 19.23 AND THE ONE I ORDER IS $ 22.31<br />  3) THE COMPANY THAT SOLD ME THE BOX IS EAUCTION,LLC , AND THE ONE THAT APPEARS NOW IN THE WEBSITE IS AZ PERFUME.<br />  THE THING IS THAT I HAVE BEEN CUSTOMER OF AMAZON FOR A LONG TIME , I TRUST THE CO AND I NEVER HAVE A COMPLAINT , IN THE FUTURE I WILL BE MORE CAREFUL BUYING FROM YOUR COMPANY.<br /><br />  MANUEL SANCHEZ<br />  mas2348@aol.com",receive today order slim jimbut feel bad not receive order 1 order slim jim perfect go snack 100 count weight 3 pound wording perfect go snack printed clearly box today acces website different picture box 2 receive slim jim meat stick original 28 onz 100 stick weight 1 pound 12 onzthis cost 1923  order 2231 3 company sold box eauctionllc  appears website az perfume thing customer amazon long time trust co never complaint future careful buying company manuel sanchez mas2348aolcom,0.166666667,175,10/7/2010,2010,10,852
B001E5E3B2,AFHYEO3Y1IIDD,5,20,1,8/27/2006,YUCK YUCK and DOUBLE YUCK!,"This is, by far, the worst tasting cereal we've ever had.  The raisins are fine, it's the flakes that leave the most horrible taste in your mouth, sort of a cross between fake bacon bits and cardboard.  My entire family complained about these, even our 3 year old who will eat ANYTHING, pushed her bowl away after one bite.  We bought some other types of cereal from U.S. Mills and it wasn't very good either, but this was definitely the worst.",far worst tasting cereal ever raisin fine flake leave horrible taste mouth sort cross fake bacon bit cardboard entire family complained even 3 year old eat anything pushed bowl away  bite bought type cereal u mill not good either definitely worst,0.25,81,8/27/2006,2006,8,444
B000FA38YU,A2WV2RL46D8S9,0,3,1,3/27/2010,"Good Food, but Cheese is not full...60%","I just bought a case of these at Costco.  The Crackers & Cheese are good, but every single package of the Crackers and cheese, had a 1/3 of the cheese Missing, what a rip off...  I w.<br /><br />It's like it was not filled completely to save cheese.  If I pay for something I expect the product to be full, not<br />1/3 AIR...<br /><br />I will never buy this product again...I can understand if it was just 1, but it was all of them.",bought case costco cracker cheese good every single package cracker cheese 13 cheese missing rip wit like not filled completely save cheese pay something expect product full not13 airi never buy product againi understand 1,0,84,3/27/2010,2010,3,434
B004TJF3BE,A2BWAP11ZX3YME,0,0,1,11/6/2011,Not good - It's just a powder in a K-Cup,"This was an exciting purchase, until i make the first cup. All it does is push out the powder into the cup and then in runs clear the rest of the brew cycle. For $9.99 they should put this in a canister and quadruple the quantity.  The flavor was kinda bland too. I prefer a different product thats sold on amazon",exciting purchase make first cup push powder cup run clear rest brew cycle 999 put canister quadruple quantity flavor kinda bland prefer different product thats sold amazon,0,61,11/6/2011,2011,11,313
B000NHSQNS,A2J220BV32P2C8,0,13,1,11/2/2010,Overrated,"All of the positive, 5 star even, reviews of this coffee must be a plant. I purchased 2 pounds and found it undrinkable. It's amazing how people will decide a product is fantastic with a little strategic marketing. I've seen a group of 10 people taste a ""wine"" and were told this incredible story about it and how highly regarded it is in wine circles. 8 out of 10 of those people LOVED it. It was cheap cooking sherry, Worcestershire sauce and apple cider vinegar. This coffee is an example of this form of brainwashing. Buyer beware..",positive 5 star even review coffee must plant purchased 2 pound found undrinkable amazing people decide product fantastic little strategic marketing seen group 10 people taste wine told incredible story highly regarded wine circle 8 10 people loved cheap cooking sherry worcestershire sauce apple cider vinegar coffee example form brainwashing buyer beware,0,97,11/2/2010,2010,11,536
B0058AMY5G,A2B5OI74EHGVH1,3,8,1,5/5/2010,dripping in oil,"I purchased these because of the low salt, and they were indeed low in salt. However, many, many of the chips in the bag were literally dripping in oil. I have never encountered this problem with other potato chip brands. It was very unappetizing, and who wants all that oil? I will never buy these again, and I would not recommend them to others.",purchased low salt indeed low salt however many many chip bag literally dripping oil never encountered problem potato chip brand unappetizing want oil never buy would not recommend others,0.375,64,5/5/2010,2010,5,347
B000CQID6U,A1O63UOW5GXQ0D,0,1,1,11/8/2011,The tea smells like a medicine.,"The tea smells like a medicine with Anise flavor before even brewing it. No one in my family could drink it as it has strong anise flavor. There is not even a slight trace of bergamot flavor... I called STASH customer service to see perhaps the pack was mislabeled, no one answered or called me back. I  am sending this back.",tea smell like medicine anise flavor even brewing no  family could drink strong anise flavor not even slight trace bergamot flavor called stash customer service see perhaps pack mislabeled no  answered called back sending back,0,61,11/8/2011,2011,11,325
B000LEDTZ8,A3UCRHY4XBXQPC,0,0,1,2/4/2011,Too big for my 4.5 lb. Yorkie!,"These are probably ok but supposedly I was ordering the ""small"" size ones and they are HUGE!  My Yorkie can't enjoy them at all.  Will give to my GrandDog.  Need to advertise these better!",probably ok supposedly ordering small size  huge yorkie not enjoy give granddog need advertise better,0,34,2/4/2011,2011,2,188
B001Q9EFW8,A1JDXBW3ALMW7Z,0,0,1,1/17/2011,My dog laid it on the ground and looked at me funny,"I bought the Hartz Crunch 'n clean biscuits (small) and my Pekingese hated them. The first time i gave it, he took it with excitement and then laid it on the floor and looked at me as if he were thinking, ""where's the REAL treat?"".  So later i tried it again and even broke it in half. No, not interested at all. I'm glad to know that i can go to the Hartz website and get a refund. It's a hassle to do that, but i appreciate it.",bought hartz crunch n clean biscuit small pekinese hated first time gave took excitement laid floor looked thinking real treat later tried even broke half no not interested glad know go hartz website get refund hassle appreciate,0,88,1/17/2011,2011,1,429
B001E5E3JY,APRVK4FIB3JDJ,1,1,1,8/5/2012,Product contaminated,I purchased two bottles at the beginning of June and when they arrived both contained clear liquid. We started using one bottle and just recently noticed there was fluffy foreign material in the bottom of the bottle. I checked the unopened bottle and found the same foreign material at the bottom. It appears the product must have been contaminated during the manufacturing process with some type of bacteria. Contacted the manufacturer and will put a report in to the FDA to ensure the manufacturer recalls the lot. LOT # 120374 Best By 03/14.,purchased two bottle beginning june arrived contained clear liquid started using  bottle recently noticed fluffy foreign material bottom bottle checked unopened bottle found foreign material bottom appears product must contaminated manufacturing process type bacteria contacted manufacturer put report fda ensure manufacturer recall lot lot 120374 best 0314,1,93,8/5/2012,2012,8,544
